event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
assault,https://www.wcjb.com/2020/09/14/one-man-dead-one-injured-in-a-domestic-dispute-in-putnam-county/,2020-09-14,"One man dead, one injured in a domestic dispute in Putnam County",He was transported to an area hospital with non-life threatening injuries.,0,1,0,0,0
assault,https://www.kxnet.com/news/local-news/one-man-injured-sunday-during-fights-in-gateway-mall-parking-lot/,2020-09-14,One man injured Sunday during fights in Gateway Mall parking lot,Bismarck Police are looking for a suspect in an early Sunday morning assault that took place in the Gateway Mall parking lot that left a 20-year-old man unconscious with a head injury.,0,1,1,1,1
assault,https://www.kxnet.com/news/local-news/one-man-injured-sunday-during-fights-in-gateway-mall-parking-lot/,2020-09-14,One man injured Sunday during fights in Gateway Mall parking lot,The 20-year-old was taken to a local hospital and treated for the injuries.,0,1,0,0,0
assault,https://www.kxnet.com/news/local-news/one-man-injured-sunday-during-fights-in-gateway-mall-parking-lot/,2020-09-14,One man injured Sunday during fights in Gateway Mall parking lot,"Police responded to reports of a marijuana odor in the mall parking lot outside a club around 1:00 a.m., Sunday.",0,0,0,1,1
assault,https://www.kxnet.com/news/local-news/one-man-injured-sunday-during-fights-in-gateway-mall-parking-lot/,2020-09-14,One man injured Sunday during fights in Gateway Mall parking lot,"Once officers moved in to break up the fight, they found a 20-year-old man unconscious with blood coming from his head and nose.",0,1,0,0,0
assault,https://www.kxnet.com/news/local-news/one-man-injured-sunday-during-fights-in-gateway-mall-parking-lot/,2020-09-14,One man injured Sunday during fights in Gateway Mall parking lot,"While officers treated and monitored the victim while waiting for an ambulance, several people reportedly attempted to interfere with the investigation and refused to leave the area.",0,1,0,0,0
road accident,https://www.news-star.com/story/news/local/2020/09/14/tecumseh-teen-critically-injured-collision-near-earlsboro/5795244002/,2020-09-14,Tecumseh teen critically injured in collision near Earlsboro,"Two people were injured in a one-vehicle collision that is under investigation and occurred at 4:40 p.m. on Sept. 11 on State Highway 9, one-quarter of a mile east of Earlsboro.",0,1,1,1,1
road accident,https://www.news-star.com/story/news/local/2020/09/14/tecumseh-teen-critically-injured-collision-near-earlsboro/5795244002/,2020-09-14,Tecumseh teen critically injured in collision near Earlsboro,"The driver, whose name was not released on the trooper’s report, was ejected an unknown distance from the vehicle and was transported by REACT EMS to OU Medical Center in critical condition with head, trunk internal, trunk external, arm and leg injuries.",0,1,1,0,0
road accident,https://www.news-star.com/story/news/local/2020/09/14/tecumseh-teen-critically-injured-collision-near-earlsboro/5795244002/,2020-09-14,Tecumseh teen critically injured in collision near Earlsboro,Anderson was transported by REACT EMS to OU Medical Center and treated for unspecified injuries and released.,0,1,1,0,0
assault,https://www.wjtv.com/news/trooper-injured-during-chase-into-jackson/,2020-09-14,Trooper injured during chase into Jackson,Authorities said a Mississippi Highway Patrol (MHP) trooper was injured during a chase that ended in Jackson.,0,1,0,0,0
assault,https://www.wjtv.com/news/trooper-injured-during-chase-into-jackson/,2020-09-14,Trooper injured during chase into Jackson,"Several law enforcement agencies, including Jackson police and MHP, responded to the scene on Earle Street and Gallatin Street Monday afternoon.",0,0,1,1,1
assault,https://www.wjtv.com/news/trooper-injured-during-chase-into-jackson/,2020-09-14,Trooper injured during chase into Jackson,Authorities have not said how the trooper was injured.,0,1,0,0,0
assault,https://www.nbcboston.com/news/local/woman-killed-another-person-injured-in-apparent-elevator-accident-in-allston-police/2194690/,2020-09-14,"Woman Killed, Another Person Injured in Apparent Elevator Accident in Allston: Police","A woman was killed and another person was injured Monday afternoon in an apparent elevator accident at a building in Boston's Allston neighborhood, police said.",1,1,1,1,1
assault,https://www.nbcboston.com/news/local/woman-killed-another-person-injured-in-apparent-elevator-accident-in-allston-police/2194690/,2020-09-14,"Woman Killed, Another Person Injured in Apparent Elevator Accident in Allston: Police","Emergency medical services responded about 5:15 p.m. to a building at Commonwealth Avenue and Thorndike Street, where police said a woman in her late 30s involved in the incident was pronounced dead.",1,0,1,0,1
assault,https://www.nbcboston.com/news/local/woman-killed-another-person-injured-in-apparent-elevator-accident-in-allston-police/2194690/,2020-09-14,"Woman Killed, Another Person Injured in Apparent Elevator Accident in Allston: Police","Another person was taken to an area hospital, their condition was unknown, police said.",0,1,0,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout",The Mandya district police on Monday arrested five accused for the murder of three priests at Arkeswara temple in Guththalu on Mandya city outskirts.,1,0,1,1,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout",The arrest comes three days after three priests of Sri Arakeshwara Swamy Temple in Guttalu on the outskirts of Mandya were found murdered early on Friday morning.,1,0,1,1,1
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout","Ganesh, 55, Prakash, 58, and Anand, 40, were lying in a pool of blood on the temple premises while the 'hundi' boxes were ransacked.",0,1,0,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout",Three accused were arrested after police shot at and injured them in self-defence when they attacked the police at Saadolalu village on Maddur-Malavalli road while trying to escape at a bus stop.,0,1,1,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout",Two accused were arrested on Sunday in Srirangpatna.,0,0,1,1,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout","Based on the information provided by the two accused, the police on Sunday midnight arrested three more accused who were sleeping at a bus shelter near Saadolalu cross.",0,0,1,1,1
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout","In an act of self-defence, the police stated that they had to shoot at the three accused who received injuries in their legs.",0,1,0,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout","Three cops too were injured when the accused attacked them, IGP (Southern Range ) Vipul Kumar stated.",0,1,0,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout","The accused had brutally murdered the three priests, including Ganesh, Prakash and Anand while they were sleeping at the Arkeshwarta temple premises in Guththalu on Mandya city outskirts.",1,0,1,0,0
assault,https://www.thehansindia.com/karnataka/5-arrested-for-murder-of-three-priests-three-accused-injured-in-a-shootout-645625,2020-09-15,"5 arrested for murder of three priests, three accused injured in a shootout",The three priests were guarding the temple when the accused smashed their head with iron rods on Friday night.,0,1,0,1,1
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",Man arraigned in shooting death of 11-year-old stepson during youth hunt,1,0,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",Police say an 11-year-old boy died after he was accidentally shot during a youth deer hunt in St. Clair County.,0,1,1,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",His mother also was injured.,0,1,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say","Officers with the Clay Township Police Department responded around 8 p.m. Sunday, Sept. 13, for a 911 call to the 6300 block of Benoit Road for a hunting accident with one person unresponsive.",0,1,1,1,1
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",Officers and Clay Township firefighters immediately began CPR on the boy.,0,1,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",Police said the boy’s mother accidentally shot herself in the hand as she attempted to unload a weapon.,0,1,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say",Witnesses told investigators they heard gunshots and then noticed the boy on the ground with an injury.,0,1,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say","The boy was hit by a round fired by his 40-year-old stepfather, police said.",0,1,0,0,0
assault,https://www.mlive.com/news/flint/2020/09/boy-11-shot-and-killed-during-youth-deer-hunt-in-st-clair-county-police-say.html,2020-09-14,"Boy, 11, shot and killed during youth deer hunt in St. Clair County, police say","The youth was taken to McLaren Macomb hospital for additional treatment, but later died from his injuries.",1,0,1,0,0
assault,http://saharareporters.com/2020/09/14/gunmen-attack-frsc-officials-nasarawa-kill-two-abduct-10-others,2020-09-14,"Gunmen Attack FRSC Officials In Nasarawa, Kill Two, Abduct 10 Others","Suspected kidnappers have attacked two bus-loads of Federal Road Safety Corps officials at Wudage Junction, Toto Local Government Area of Nasarawa State on Monday, killing two officials and abducting 10 others.",1,0,1,1,0
assault,http://saharareporters.com/2020/09/14/gunmen-attack-frsc-officials-nasarawa-kill-two-abduct-10-others,2020-09-14,"Gunmen Attack FRSC Officials In Nasarawa, Kill Two, Abduct 10 Others",A total of 26 officers travelling from Sokoto and Kebbi commands were heading for the corps academy in Enugu State when the incident occurred around Mararaban-Udege in Nasarawa State on Monday.,0,0,1,1,0
assault,http://saharareporters.com/2020/09/14/gunmen-attack-frsc-officials-nasarawa-kill-two-abduct-10-others,2020-09-14,"Gunmen Attack FRSC Officials In Nasarawa, Kill Two, Abduct 10 Others","According to the FRSC Corps Public Education Officer, Bisi Kazeem, one of the officers died during the attack while another officer died in the hospital.",1,0,0,0,0
assault,http://saharareporters.com/2020/09/14/gunmen-attack-frsc-officials-nasarawa-kill-two-abduct-10-others,2020-09-14,"Gunmen Attack FRSC Officials In Nasarawa, Kill Two, Abduct 10 Others","One of the officers in the vehicle conveying the staff of the corps reportedly died during the attack while another officer died in the hospital and four others were injured, eight escaped unhurt, 10 unaccounted for as they were allegedly kidnapped by the assailants.",1,1,0,0,0
assault,https://nypost.com/2020/09/14/lancaster-man-killed-by-cops-was-mentally-ill-off-meds-sister/,2020-09-14,"Knife-wielding Lancaster man killed by cops was mentally-ill, off meds, sister says","The sister of the knife-wielding Lancaster man shot dead by a cop said Monday that he was bipolar, schizophrenic and off his medications ",1,0,0,1,0
